MasterGloss	originalform	originalgloss	Plomley_Headword	Plomley_note	recorder	recordid	speakercode	tribalregion	region
devil	par.loo.mer.rer	devil	par.loo.mer.rer		gar	4952	jn	unk	unknown15
devil	pat.te.nee.le	devil	pat.te.nee.le		gar	2963	lj	unk	unknown15
devil	put.ten.neel.le	satan	pat.te.nee.le		gar	2964	jn	unk	unknown15
devil	par.ten.i.e.le	devil	pat.te.nee.le		cr	2965		ps	Port Sorell, northern
devil	patanela	devil	pat.te.nee.le		jj	2966		w	western tribes
devil	par.lu.mi.rer	devil	pat.te.nee.le		gar	2967		ps	Port Sorell, northern
devil	pawtening-eelylé	demon	pat.te.nee.le		mj	10418		w	western tribes
devil	pawtening-eelylé	demon	pat.te.nee.le		mj	10877		nw	
devil	pile.lin.ner	devil	pile.lin.ner		gar	4953		oyb	Oyster Bay
devil	poirinnah	devil (D. ursinus)	pile.lin.ner		mj	4954		oyb	Oyster Bay
devil	pow.wen.ne	devil, evil spirit	pow.wen.ne		gar	2969		lw	Lowreener tribe, rocky point, west coast
devil	prarm.me.ne.an.nar	devil	prarm.me.ne.an.nar		gar	2970	jb	ty	Tyreelore, dialect spoken by sealer’s women
devil	preolenna	fetch a spirit	preolenna		mj	2971		oyb	Oyster Bay
devil	rãegě.ǒ.wrõppěr	devil, evil psirit	raege.o.wropper		st	2972		b	Bruny Island
devil	wrag.ge.o.wrapper	devil	raege.o.wropper		gar	2973		unk	unknown15
devil	rargeropper	devil	raege.o.wropper		jj	2974		s	Southern
devil	rediarapa	devil	raege.o.wropper		lh	2975		s	Southern
devil	la'guěrõppěrně	evil spirit	raege.o.wropper		sn	2976		unk	unknown15
devil	ragurwropper	irresistible spirit	raege.o.wropper		sn	2977		unk	unknown15
devil	lagurwropperne	irresistible spirit	raege.o.wropper		n	2978		unk	unknown15
devil	riggaropa	spirit of evil	raege.o.wropper		mj	2979		b	Bruny Island
devil	wraggeowrapper	devil	raege.o.wropper		gar	2980		unk	unknown15
devil	wraygeowrapper	devil	raege.o.wropper		gar	2981		unk	unknown15
devil	wrageowrapper	devil	raege.o.wropper		gar	2982		unk	unknown15
devil	wraeggowraper	devil	raege.o.wropper		gar	2983		? b	
devil	wraegeowrappe	devil	raege.o.wropper		gar	2984		? b	
devil	raegerwropper	evil spirit	raege.o.wropper		gar	2985		unk	unknown15
devil	raegeowrapper	devil, evil spirit	raege.o.wropper		gar	2986		? b	
devil	riggaropa	spirit of evil	raege.o.wropper		mj	9565		s	Southern
devil	rut.yer	satan	rut.yer		gar	2987		oyb	Oyster Bay
devil	rite.cher	devil	rut.yer		gar	2988	tn	sp	Swanport, east coast
devil	put.yer	satan	rut.yer		gar	2989		oyb	Oyster Bay
devil	talba	devil	talba		jj	2990		n	Northern tribes, but not always those to westward of the Tamar River
devil	talba	devil	talba		bm	2991		ch	Circular Head, NW Tasmania
devil	tarrabar	Devil	talba		ws	11760	ml	nw	
devil	tar.de.bar	bush devil	tar.de.bar		gar	4955	no	w	western tribes
devil	tarrabah	devil (D. ursinus)	tar.de.bar		mj	4956		b	Bruny Island
devil	tarrabah	devil (D. ursinus)	tar.de.bar		mj	9799		s	Southern
devil	tay.ner	devil	tay.ner		gar	4957		b	Bruny Island
devil	winnya wainettea	fiend	winnya		mj	2992		oyb	Oyster Bay
devil	winya waumetya	imp	winnya		mj	2993		oyb	Oyster Bay
devil	winneluaghabaru	fiend	winnya		mj	2994		b	Bruny Island
devil	won.nar	devil, evil spirit	winnya		st	2996		e	Eastern
devil	winneluaghabaru	fiend	winnya		mj	9566		s	Southern
devil	teeananga winné	ghost	winnya		mj	10419		w	western tribes
devil	teeananga winné	ghost	winnya		mj	10878		nw	
devil	wy.er.kar.ten.ner	devil, bad spirit	wy.er.kar.ten.ner		gar	2997		ls	Little Swanport, east coast
dialect	tebrycunna	Cape Portland (language)	wy.er.kar.ten.ner	tebrycunna--recorded by Milligan as oyb word meaning 'Cape Portland (language)'--association with kanna (speak), validity is questionable--what circumstances would have natives refer to different speech of another tribe except to say that it was not understood by them--more likely that they would use word or phrae including name of tribe	mj	2998		oyb	Oyster Bay
dialect	ty.ree.lore.kar.nee		wy.er.kar.ten.ner	speech of sealers' women (tyree.lore), probably a composite word	gar	2999		unk	unknown15
dig (to)	mar.tig.gen.ner	make hole in ground	mar.tig.gen.ner		gar	3000		oyb	Oyster Bay
dig (to)	tig.ge.ner	make a hole	mar.tig.gen.ner		gar	3001		b	Bruny Island
dig (to)	mãrtǐělcõotěnǎr	dig	mar.tig.gen.ner		sn	3002		unk	unknown15
dig (to)	nẽg.gěr.dǔr	dig	neg.ger.dur		st	3003		b	Bruny Island
dig (to)	nõněrmẽenǎr	dig	nonermeenar		sn	3004		unk	unknown15
dirt	car.tit.te.ul.lar	dirty fellow	car.tit.te.ul.lar		cr	3029		bl	Ben Lomond
dirt	liné poine noilé	filth	line		mj	3030		b	Bruny Island
dirt	lenymebryé	filth	line		mj	3031		oyb	Oyster Bay
dirt	liné poine noilé	filth	line		mj	9567		s	Southern
dirt	mawpack	dirty	mawpack		mj	3032		oyb	Oyster Bay
dirt	mawpa	dirty	mawpack		mj	3033		b	Bruny Island
dirt	mawpa	dirty	mawpack		mj	9568		s	Southern
dirt	plẽggǔrlěrmĩnněr	dirty	pleggurlerminner		sn	3034		unk	unknown15
dirt	tri'ãgǔrbũg'hěrně	dirty	triagurbugherne		sn	3035		unk	unknown15
disembowel (to)	parrawé tiakrangana		parrawe	associated with parrawe (throw)	mj	3036		oyb	Oyster Bay
disembowel (to)	parratibe		parrawe		mj	3037		b	Bruny Island
disembowel (to)	parratibe		parrawe		mj	9569		s	Southern
distant	car.thud.er.lo	long way	car.thud.er.lo		cr	3040		bl-kaurna	Kaurna
distant	dro.way.nare.ne.re.pare	long way	dro.way.nare.ne.re.pare		cr	3041		ps	Port Sorell, northern
distant	drow.way.tip.ple	long way	dro.way.nare.ne.re.pare		cr	3042		ps	Port Sorell, northern
distant	dro.way.tip.ple	long way	dro.way.nare.ne.re.pare		cr	3043		ps	Port Sorell, northern
distant	lar.rer.tar	long way	lar.rer.tar		gar	3044		cp	Cape Portland
distant	lob.ber.re.marn.der	long way	lob.ber.re.marn.der		gar	3045		unk	unknown15
distant	lomawpa	far	lomawpa		mj	3046		b	Bruny Island
distant	lewatenoo	far	lomawpa		mj	3047		oyb	Oyster Bay
distant	lõw.mãr.bǔr	long way	lomawpa		st	3048		b	Bruny Island
distant	low.mar.ber	long way	lomawpa		gar	3049		(b)	
distant	lomawpa	far	lomawpa		mj	9571		s	Southern
distant	loladera	long way	lomawpa		ws	11761	bt	e	Eastern
distant	lolardera	long way	lomawpa		ws	11762	bt	e	Eastern
distant	loladera	long way	lomawpa		ws	11763	bt	se	Southeastern
distant	lolardera	long way	lomawpa		ws	11764	bt	se	Southeastern
distant	maantah	long way	maantah		mj	3050		b	Bruny Island
distant	mannta	long way/time	maantah		jj	3051		s	Southern
distant	mannta	long way/time	maantah		bmm	3052		s	Southern
distant	manuta	long way/time	maantah		bm	3053		s	Southern
distant	noina muttaina	long way	maantah		mj	3054		b	Bruny Island
distant	maantah	long way	maantah		mj	9572		s	Southern
distant	noina muttaina	long way	maantah		mj	9573		s	Southern
distant	manlumbéra	distant	manlumbera	may be synonymous with murramanattya	mj	3055		oyb	Oyster Bay
distant	nangummora	far	manlumbera		mj	3056		oyb	Oyster Bay
distant	kantoggana webbery	distant	manlumbera		mj	3057		b	Bruny Island
distant	kantoggana wébbery	distant	manlumbera		mj	3058		b	Bruny Island
distant	kantoggana webbery	distant	manlumbera		mj	9574		s	Southern
distant	kantoggana wébbery	distant	manlumbera		mj	9575		s	Southern
distant	marn.po	long way	marn.po		cr	3059	lr	unk	unknown15
distant	marm.po	long way	marn.po		cr	3060		br	Big River
distant	marm.po	long way off	marn.po		cr	3061		br	Big River
distant	mun.der	long way	mun.der		gar	3062		cg	Cape Grim, NW Tasmania
distant	mun.der	long way	mun.der		gar	3063		n	Northern tribes, but not always those to westward of the Tamar River
distant	murramanattya onamarumpto	long way	murramanattya		oyb	3064		oyb	Oyster Bay
distant	relbia	long way/time	relbia		jj	3065		unk	unknown15
distant	rowé leah	long way	relbia		mj	10420		w	western tribes
distant	rowé leah	long way	relbia		mj	10879		nw	
distant	renene	afar off	renene	same word as 'renave' (there)	pl	3067		se	Southeastern
distant	renave	yonder	renene		jd	3068		se	Southeastern
distant	renaué	at a distance	renene		dle	3069		se	Southeastern
distant	tomalah	far	tomalah		mj	3070		b	Bruny Island
distant	tongoomela	far	tomalah		mj	3071		oyb	Oyster Bay
distant	tomalah	far	tomalah		mj	9576		s	Southern
distant	trow.wer.lim.me.ter	long way	trow.wer.lim.me.ter		gar	3072		nn	Ninenee tribe, Port Davey, SW
distant	row.wer.loo.er	long way	trow.wer.lim.me.ter		gar	3073		wc	Western Coast
distant	wob.ber.roe	further that way	wob.ber.roe		gar	3074		b	Bruny Island
dive (to)	buguré	plonger	bugure		dr	3075		se	Southeastern
dive (to)	bugure	'dine'	bugure		pl	3076		se	Southeastern
dive (to)	bugure	plunge	bugure		dle	3077		se	Southeastern
dive (to)	buguré	plonger	bugure		dlf	3078		se	Southeastern
dive (to)	bugurae	dive	bugure		dle	3079		se	Southeastern
dive (to)	bugué	plonger	bugure		drm	3080		se	Southeastern
dive (to)	boorcka	sink	bugure		mj	3081		oyb	Oyster Bay
dive (to)	dra.ar.en.ne.ma.la	dive	dra.ar.en.ne.ma.la		cr	3082		bl	Ben Lomond
dive (to)	more.rar	dive	more.rar		st	3083		b	Bruny Island
dive (to)	meer.rer	dive	more.rar		st	3084		e	Eastern
dive (to)	tor.ger.ner	dive	tor.ger.ner	this group may need to be split	st	3085		n	Northern tribes, but not always those to westward of the Tamar River
dive (to)	togana lea-lutah	dive	tor.ger.ner		mj	3086		b	Bruny Island
dive (to)	togurlongurberner	dive	tor.ger.ner		sn	3087		unk	unknown15
dive (to)	toné lunto	dive	tor.ger.ner		mj	3088		oyb	Oyster Bay
dive (to)	tomla	sink	tor.ger.ner		mj	3089		oyb	Oyster Bay
dive (to)	tome	sink	tor.ger.ner		mj	3090		oyb	Oyster Bay
dive (to)	togana lea-lutah	dive	tor.ger.ner		mj	9577		s	Southern
dog	dro.duke	dog	dro.duke		gar	4958		nn	Ninenee tribe, Port Davey, SW
dog	keat.tar	dog	keat.tar		cr	4959	lr	br	Big River
dog	kaetta	spaniel	keat.tar		mj	4960		oyb	Oyster Bay
dog	kaetta	dog	keat.tar		mj	4961		oyb	Oyster Bay
dog	kitta	English dog	keat.tar		wn	4962		unk	unknown15
dog	kuayetta	dog	keat.tar		sc	4963		oyb	Oyster Bay
dog	lee.gun.tha	common dog	lee.gun.tha		bd	4964		oyb	Oyster Bay
dog	le.gun.tha.waa	kangaroo dog	lee.gun.tha		bd	4965		oyb	Oyster Bay
dog	low.mer.nad.de	wild dog	low.mer.nad.de		gar	4966		s	Southern
dog	lome.mer.nad.de	wild dog	low.mer.nad.de		gar	4967		b	Bruny Island
dog	low.wer.nin.er	dog	low.mer.nad.de		gar	4968		cg	Cape Grim, NW Tasmania
dog	loe.wer.nin.er	dog	low.mer.nad.de		gar	4969		ri	Robbins Island, NW
dog	lowdina	native dog	low.mer.nad.de		jd	4970		s	Southern
dog	lo.bi.ta	dog	low.mer.nad.de		cr	4971		ps	Port Sorell, northern
dog	loputallow	native dog	low.mer.nad.de		jj	4972		w	western tribes
dog	leputalla	native dog	low.mer.nad.de		lh	4973		e	Eastern
dog	mu.ker.er	dog	mu.ker.er		st	4974		e	Eastern
dog	mu.ker.rer	dog	mu.ker.er		gar	4975		n	Northern tribes, but not always those to westward of the Tamar River
dog	muckureo (? muckerreo)	dog	mu.ker.er		gar	4976		ty	Tyreelore, dialect spoken by sealer’s women
dog	moukra	chien	mu.ker.er		gm	4977		dl	Port Dalrymple, Tamar River
dog	mookra	spaniel	mu.ker.er		mj	4978		oyb	Oyster Bay
dog	mookrah	spaniel	mu.ker.er		mj	4979		b	Bruny Island
dog	mõogrǎr	dog	mu.ker.er		sn	4980		unk	unknown15
dog	mongra	dog	mu.ker.er		ar	4981		unk	unknown15
dog	mooboa	English dog	mu.ker.er		jd	4982		s	Southern
dog	moogara	dog	mu.ker.er		bmm	4983		unk	unknown15
dog	mookrah	spaniel	mu.ker.er		mj	9800		s	Southern
dog	moogra	dog	mu.ker.er		ws	11822	bt	ne	north-eastern tribes
dog	moogra	dog	mu.ker.er		ws	11823	bt	e	Eastern
dog	moogra	dog	mu.ker.er		ws	11824	bt	se	Southeastern
dog	moogra	English dog	mu.ker.er		ws	11825	hu	ne	north-eastern tribes
dog	moogra	English dog	mu.ker.er		ws	11826	hu	e	Eastern
dog	moogra	English dog	mu.ker.er		ws	11827	hu	se	Southeastern
dog	moogra	dog	mu.ker.er		ws	11828	vx	ne	north-eastern tribes
dog	moogra	dog	mu.ker.er		ws	11829	vx	e	Eastern
dog	moogra	dog	mu.ker.er		ws	11830	vx	se	Southeastern
dog	num.me.nip	dog	num.me.nip		gar	4984		pd	Port Davey, SW
dog	paguamanattia	native dog	paguamanattia		wn	4985		unk	unknown15
dog	panoiné	dog	panoiné		mj	4986		b	Bruny Island
dog	par.nuen.ne	dog	panoiné		gar	4987		b	Bruny Island
dog	pãr.nũne.ně	dog	panoiné		st	4988		b	Bruny Island
dog	par.nun.nee	dog	panoiné		gar	4989		b	Bruny Island
dog	panoiné	dog	panoiné		mj	9801		s	Southern
dog	poo.yan.nen.ner	dog	poo.yan.nen.ner		st	4990		n	Northern tribes, but not always those to westward of the Tamar River
dog	por.ne.nen.ner	dog	poo.yan.nen.ner		st	4991		n	Northern tribes, but not always those to westward of the Tamar River
dog	pore.ne.nan.ner	dog	pore.ne.nan.ner		gar	4992		n	Northern tribes, but not always those to westward of the Tamar River
dog	pore.ne.man.ner	dog	pore.ne.nan.ner		gar	4993		n	Northern tribes, but not always those to westward of the Tamar River
dog	booloobenara	dog	pore.ne.nan.ner		sc	4994		oyb	Oyster Bay
dog	try.hag.ge.ner	dog	try.hag.ge.ner		st	4995		e	Eastern
dogwood [melaleuca group]	lur.ber	for spears	lur.ber		gar	6080		b	Bruny Island
dogwood [melaleuca group]	lur.ber	for spears	lur.ber		gar	9889		s	Southern
dogwood [melaleuca group]	my.low.wer.rer	for spears	my.low.wer.rer		gar	6081		oyb	Oyster Bay
dogwood [melaleuca group]	par.de.bin.mid.dic	for spears	par.de.bin.mid.dic		gar	6082		wc	Western Coast
dogwood [melaleuca group]	true.gen.ner	for spears	true.gen.ner		gar	6083		e/mn	
dogwood [pomaderris--bedfordia group]	bray.be	dogwood	bray.be	can be applied to group of genera with rather similar habit which would provide slender tough stems for making spears--separation made here may be unreal. Unknown whether aboirigines distinguished Melaleucas from other 'dogwoods', probably have been more satisfactory to consider 'dogwoods' and 'teatrees' together--if this is done three series seem to differentiate: (a) species of which bark was used in making boats (no northern words) (b) species of which the stems were used for making spears, and (c) species perhaps recognised by their flowers but their use not recorded	gar	6076		b	Bruny Island
dogwood [pomaderris--bedfordia group]	lur.woon.er	dogwood	lur.woon.er		gar	6077		cp	Cape Portland
dogwood [pomaderris--bedfordia group]	pil.le	dogwood	pil.le		gar	6078	lj	unk	unknown15
dogwood [pomaderris--bedfordia group]	pray.er.note.yer	dogwood	pray.er.note.yer		gar	6079		oyb	Oyster Bay
dolphin ('porpoise')	mar.we.ya.ner	porpoise	mar.we.ya.ner		gar	4996		e	Eastern
dolphin ('porpoise')	minga-oinyah	porpoise	mar.we.ya.ner		mj	4997		oyb	Oyster Bay
dolphin ('porpoise')	parappa	porpoise	parappa		jj	4998		n	Northern tribes, but not always those to westward of the Tamar River
dolphin ('porpoise')	parappa	porpoise	parappa		bm	4999		ch	Circular Head, NW Tasmania
dolphin ('porpoise')	puc.kar.rer	porpoise	puc.kar.rer		gar	5000	jb	n	Northern tribes, but not always those to westward of the Tamar River
dolphin ('porpoise')	per.kar.er	porpoise	puc.kar.rer		gar	5001		cp	Cape Portland
dolphin ('porpoise')	par.car.rer	porpoise	puc.kar.rer		cr	5002		bl	Ben Lomond
dolphin ('porpoise')	py.er.ree	porpoise	py.er.ree		gar	5003		b	Bruny Island
dolphin ('porpoise')	pȳ.ěr.rě	porpoise	py.er.ree		st	5004		b	Bruny Island
dolphin ('porpoise')	poyrennah	porpoise	py.er.ree		mj	5005		b	Bruny Island
dolphin ('porpoise')	poyrennah	porpoise	py.er.ree		mj	9802		s	Southern
dolphin ('porpoise')	wenoonyah	porpoise	wenoonyah		mj	5006		b	Bruny Island
dolphin ('porpoise')	wenoonyah	porpoise	wenoonyah		mj	9803		s	Southern
dotterel' (mutton-bird)	lole.ly		lole.ly		gar	1849		b	Bruny Island
dotterel' (mutton-bird)	mue.let.ter		mue.let.ter		gar	1850		oyb	Oyster Bay
draw a design in charcoal (to)	macooloona		macooloona		mj	6021		oyb	Oyster Bay
draw a design in charcoal (to)	pallapoirena		pallapoirena		mj	6022		b	Bruny Island
draw a design in charcoal (to)	pallapoirena		pallapoirena		mj	9887		s	Southern
dream (to)	loe.hock		loe.hock		gar	3091		cg	Cape Grim, NW Tasmania
dream (to)	me.in.ne.lare (x)		me.in.ne.lare		gar	3092	pb	nc	tribes of the Northern Coast, usually those to wesward of the Tamar River
dream (to)	me.in.ne (x)		me.in.ne.lare		gar	3093	pb	nc	tribes of the Northern Coast, usually those to wesward of the Tamar River
dream (to)	nare.er.kun.ner		nare.er.kun.ner	probably same as ne.hag.gen.er	gar	3094		oyb	Oyster Bay
dream (to)	neacha puggaroamee		nare.er.kun.ner		mj	3095		oyb	Oyster Bay
dream (to)	ne.hag.gen.er		ne.hag.gen.er		gar	3096		oyb	Oyster Bay
dream (to)	neaggara		ne.hag.gen.er		mj	3097		b	Bruny Island
dream (to)	nay.ger.rer		ne.hag.gen.er		gar	3098		b	Bruny Island
dream (to)	nay.ger.er		ne.hag.gen.er		gar	3099		b	Bruny Island
dream (to)	neaggara		ne.hag.gen.er		mj	9578		s	Southern
dream (to)	no.pine.ner		no.pine.ner		gar	3100		? wc	
dream (to)	no.bine		no.pine.ner		gar	3101		? wc	
dream (to)	poor.er.kun.ner		poor.er.kun.ner		gar	3102		cp	Cape Portland
dream (to)	hoo.kun.ne		poor.er.kun.ner		gar	3103		cp	Cape Portland
dress skin (to)	kõ.gěr.rěr		ko.ger.rer		st	2582		b	Bruny Island
drink (to)	dee.me.ran.ne.nar	? drink/mother	dee.me.ran.ne.nar		gar	3104		e	Eastern
drink (to)	du.ne.pare	drink	du.ne.pare		cr	3105		ps	Port Sorell, northern
drink (to)	un.du.ne.pare	drink	du.ne.pare		cr	3106		ps	Port Sorell, northern
drink (to)	gibli	something to eat, drink	gibbly		ws	11765	el	nw	
drink (to)	gibli	beer, drink	gibbly		ws	11766	gl	nw	
drink (to)	gibly	eat, drink	gibbly		ws	11767	bn	nw	
drink (to)	kible	boire	kible	same as gibbly (eat), but unclear whether it is eating, drinking, or both (probably eating)	gm	3107		dl	Port Dalrymple, Tamar River
drink (to)	laina	boire	laina	associated with liena (water)	dr	3108		se	Southeastern
drink (to)	laina	drink	laina		pl	3109		se	Southeastern
drink (to)	laina	drink	laina		dle	3110		se	Southeastern
drink (to)	laina	boire	laina		dlf	3111		se	Southeastern
drink (to)	lainna	boire	laina		drm	3112		se	Southeastern
drink (to)	laiuna	boire	laina		drm	3113		se	Southeastern
drink (to)	laïna	boire	laina		drm	3114		se	Southeastern
drink (to)	leina	boire	laina		drm	3115		se	Southeastern
drink (to)	laidra	boire	laina		drm	3116		se	Southeastern
drink (to)	laima	boire	laina		drm	3117		se	Southeastern
drink (to)	laima	boire	laina		dr	3118		se	Southeastern
drink (to)	li-tin-sha	brandy, rum, beer	laina		ws	11768	im	se	Southeastern
drink (to)	ly-tin-sha	brandy, rum, beer	laina		ws	11769	im	se	Southeastern
drink (to)	litinsha	brandy, rum, beer	laina		ws	11770	im	se	Southeastern
drink (to)	lytinsha	drink	laina		ws	11771	hu	se	Southeastern
drink (to)	loo.gen.ner	drink	loo.gen.ner	associated with water (lay.gen.ner)	gar	3119		oyb	Oyster Bay
drink (to)	lay.gun.ner	drink	loo.gen.ner		gar	3121		ne	north-eastern tribes
drink (to)	lougholee	drink	loo.gen.ner		mj	3122		oyb	Oyster Bay
drink (to)	lowelly	quaff	loo.gen.ner		mj	3123		oyb	Oyster Bay
drink (to)	low.le	drink	loo.gen.ner		cr	3124	lr	br	Big River
drink (to)	lugana	drink	loo.gen.ner		jj	3125		e	Eastern
drink (to)	lugana	drink	loo.gen.ner		lh	3127		unk	unknown15
drink (to)	lue.gen.ner	drink	loo.gen.ner		gar	10421		e	Eastern
drink (to)	lue.ner	drink	loo.gen.ner		st	10422		e	Eastern
drink (to)	lue.gen.ner	drink	loo.gen.ner		gar	10880		oyb	Oyster Bay
drink (to)	lue.ner	drink	loo.gen.ner		st	10881		sp	Swanport, east coast
drink (to)	lue.ner	drink	loo.gen.ner		st	11340		oyb	Oyster Bay
drink (to)	langena	drink of water	loo.gen.ner		ws	11772	bt	ne	north-eastern tribes
drink (to)	langena	drink	loo.gen.ner		ws	11773	bt	ne	north-eastern tribes
drink (to)	langena	drink of water	loo.gen.ner		ws	11774	bt	e	Eastern
drink (to)	langena	drink	loo.gen.ner		ws	11775	bt	e	Eastern
drink (to)	mue.kin.ner	drink	mue.kin.ner	probably synonymous with temokenur	gar	3128		e	Eastern
drink (to)	niv.ve.moe.hen.duck	drink	niv.ve.moe.hen.duck		gar	3129		unk	unknown15
drink (to)	nũe.gěr.rěr	drink	nue.ger.rer		st	3130		b	Bruny Island
drink (to)	nugara	drink	nue.ger.rer		mj	3131		b	Bruny Island
drink (to)	nugarah	quaff	nue.ger.rer		mj	3132		b	Bruny Island
drink (to)	nugara	drink	nue.ger.rer		mj	9579		s	Southern
drink (to)	nugarah	quaff	nue.ger.rer		mj	9580		s	Southern
drink (to)	těmõkěnǔr	drink	temokenur		sn	3133		unk	unknown15
drown (to)	tong bourrak		tong	Same as me.ac.bor.roke (dead)	mj	3138		oyb	Oyster Bay
drown (to)	tong poyeré		tong		mj	3139		b	Bruny Island
drown (to)	tong poyeré		tong		mj	9582		s	Southern
dry	catrebuteany		catrebuteany		jj	3140		e	Eastern
dry	catrabuteany		catrebuteany		bm	3141		e	Eastern
dry	katribiutana		catrebuteany		lh	3142		unk	unknown15
dry	kãr.něr.rõde.dy̆		kar.ner.rode.dy		st	3143		b	Bruny Island
dry	karnaroide		kar.ner.rode.dy		mj	3144		b	Bruny Island
dry	karnaroide		kar.ner.rode.dy		mj	9583		s	Southern
dry	roungeack		roungeack		mj	3145		oyb	Oyster Bay
dry	rongoiulong bourrack		roungeack		mj	3146		oyb	Oyster Bay
duck	ko.men.er.luck.er.ma	musk drake	ko.men.er.luck.er.ma	At least two species distinguished because of so many different groups of words--musk-duck may have been one	gar	1666	lj	unk	unknown15
duck	kome.ne.er.me.nit.yer	musk duck	kome.ne.er.me.nit.yer		gar	1668		oyb	Oyster Bay
duck	kome.pone.ner	duck	kome.pone.ner		st	1667		oyb	Oyster Bay
duck	lamilbena	drake	lamilbena		jj	1669		e	Eastern
duck	malbena	wild drake	lamilbena		jj	1670		e	Eastern
duck	malbina	wild drake	lamilbena		bm	1671		e	Eastern
duck	malbena	drake	lamilbena		lh	1672		unk	unknown15
duck	lee.keen.ner	duck	lee.keen.ner		gar	1673		cp	Cape Portland
duck	wiekennya	duck	lee.keen.ner		mj	1674		oyb	Oyster Bay
duck	loe.mal.le.pen.ner	duck	loe.mal.le.pen.ner		gar	1675		cp	Cape Portland
duck	lome.mul.er.pen.er	duck	loe.mal.le.pen.ner		cr	1677		bl	Ben Lomond
duck	lo.mol.pit.ten.ner	duck	loe.mal.le.pen.ner		gar	1678	tm	cp	Cape Portland
